work,author,year,camp,camp_label,source_chunk,word_count,animal_keywords,text,scan_complete,scan_tag,scan_reasoning
"The History of Creation, Vol. 2",Ernst Haeckel,1876,C,mechanistic,203,31,"[""dog"", ""fish"", ""fishes""]","Of the 7 Legions and 15 Orders of the Fishes. Sub-classes Legions Orders Examples Fishes. Fishes. Fishes. the Orders. (etre ee . Sharks Sharks, dog-fish et i Squalacet gel Plaginstoas 2.",TRUE,junk,"Confident: only a messy table of orders and examples, with no substantive explanation."
"The History of Creation, Vol. 2",Ernst Haeckel,1876,C,mechanistic,203,22,"[""cats""]","Sea-Cats 3. Sea-Cats Chimera, Calorrhyn- Holocephah Chimeracet chias 4, Buckler-heads Cephalaspide, Placo- Te. my y Gancyd Pamphracte derma, etc. dani ; 5.",TRUE,junk,"Confident: fragmentary taxonomic names only, without any definition or explanatory claim."
"The History of Creation, Vol. 2",Ernst Haeckel,1876,C,mechanistic,203,26,"[""fish"", ""pike""]","Fuleraté er bony pike, etc. el Barer gers 8. Semcoptert African finny pike, etc. ¥. .Bound-scaled 9. Caloscolopes Holoptychius, Coelacan- Ganoid Fish thides, etc. Cycliferi 10.",TRUE,junk,"Confident: another OCR-like list of fish groups and examples, not an explanation."
"The History of Creation, Vol. 2",Ernst Haeckel,1876,C,mechanistic,203,142,"[""fish"", ""herring"", ""horses"", ""salmon"", ""snake"", ""species""]","Osseous Fish a ay ge 11. Herring species Herrings, salmon, carp, passage to the Thrissogenes etc. eenanche 12. Eel species Eels, snake eels, electric Beh 1 bladder | Enchelygenes eels, etc. Fish Physostome Teleostei VII. Osseous Fish /13. Stichobranchit Perch, wrasse, turbot, without an air etc. passage to the fa Plectognatht Trunk fish, globe fish, swimming etc. bladder 15. Lophobranchit Pipe fish, sea horses, Physoclisti etc.

PEDIGREE OF THE NON-AMNIONATE CRANTIOTA, 209 Plectognathi Anura | Lophobranchia Peromela Sozura a ai ee Labyrinthodonta Stichobranchia Physoclisti NS _ ra Enchelygenes Ganocephala § Sozobranchia Phractamphibia Lissamphibia es Thrissogenes Amphibia Physostomi Semzeopteri Teleostei Protopteri Falcrati Plesiosauria Pycnoscolopes Ichthyosauria Cceloscolopes Efuleri Cycliferi Rhombiferi (Cycloganoides) (Rhomboganoides) Dipneusta . Placoderma Simosauria Sturiones Halisauria Cephalaspidze Rajacei Amphipneumona Pamphracti Tabuliferi (Placoganoides) Chimeeracei Ganoides Holocephali Squalacei Plagiostomi

5 a eS eee

Selachii Fish Amphirrhina Cyclostoma Monorrhina Craniota

210 THE HISTORY OF CREATION.",TRUE,internal_essence,"Confident: it distinguishes fish groups by anatomical traits like air bladder passage, swimming bladder, and branchial structure."
"The History of Creation, Vol. 2",Ernst Haeckel,1876,C,mechanistic,204,167,"[""animals"", ""fin"", ""fish""]","210 THE HISTORY OF CREATION.

teeth and fin-spikes. These are found in the older formations in such quantities, varieties, and sizes, that we may, with certainty, infer a very considerable development of Primzeval fish in those remote ages. They are even found in the Silurian strata, which contain but few remains of other Vertebrata, such as Enamelled fish (and these only in the most recent part, that is, in the upper Silurian). By far the most important and interesting of the three orders of Primeval fish are Sharks; of all still living double-nostriled animals, they are probably most closely allied to the original primary form of the whole group, namely, to the Proselachii. Out of these Proselachii, which probably differed but little from genuine Sharks, Enamelled fish, and the present Primzeval fish, in all probability, developed in one direction, and the Dipneusta, Sea-dragons, and Amphibia in another. The Ganoid, or Enamelled fish (Ganoides), in regard to their anatomy stand midway between the Primeval and the Osseous fish.",TRUE,internal_essence,Confident: it explains relationships among fish by anatomy and evolutionary derivation from a primary form.
"The History of Creation, Vol. 2",Ernst Haeckel,1876,C,mechanistic,204,84,"[""fish""]","Hence, we infer that genealogically they form the transition from Primeval to Osseous fish. The Ganoids are for the most part extinct, and more nearly so than the Primeval fish, whereas they were developed in great force during the entire palzeolithic and mesolithic periods. Ganoid fish are divided into three legions according to the form of their external covering, namely, Mailed, Angular-scaled, and Roundscaled. The Mailed Ganoid fish (Tabuliferi) are the oldest, and are directly allied to the Selachii, out of which they originated.",TRUE,internal_essence,"Confident: it classifies ganoid fish by external covering and origin from Selachii, which is structural/genealogical description."
"The History of Creation, Vol. 2",Ernst Haeckel,1876,C,mechanistic,205,20,"[""fish""]","The Ganoid, or Enamelled fish (Ganoides), in regard to their anatomy stand midway between the Primeval and the Osseous fish.",TRUE,internal_essence,Confident: it defines ganoid fish by their anatomical position between primeval and osseous fish.
"The History of Creation, Vol. 2",Ernst Haeckel,1876,C,mechanistic,205,84,"[""fish""]","Hence, we infer that genealogically they form the transition from Primeval to Osseous fish. The Ganoids are for the most part extinct, and more nearly so than the Primeval fish, whereas they were developed in great force during the entire palzeolithic and mesolithic periods. Ganoid fish are divided into three legions according to the form of their external covering, namely, Mailed, Angular-scaled, and Roundscaled. The Mailed Ganoid fish (Tabuliferi) are the oldest, and are directly allied to the Selachii, out of which they originated.",TRUE,junk,"Confident: this is just a taxonomic/genealogical classification of ganoid fish and their branches, not an explanation of what an animal is."
"The History of Creation, Vol. 2",Ernst Haeckel,1876,C,mechanistic,205,207,"[""eggs"", ""fish"", ""fishes"", ""pike"", ""scales"", ""species""]","Gigantic species of them, coated with strong bony plates, are found in the Devonian system. But of this legion there now lives only the small order of Sturgeons (Sturiones), including the Spade-sturgeons (Spatularide), and those Sturgeons (Accipenseridz) to which belong, among others, the Huso, which yields isinglass, or sturgeon’s sound, and the Caviar-sturgeon, whose eggs we eat in the shape of caviar, etc. Out of the mailed Ganoid fish, the angular and round-scaled ones probably developed as two diverging branches. The Angular-scaled Ganoid fish (Rhombiferi)—which can be distinguished at first sight from all other fish by their square or rhombic scales—are at present represented only by a few survivors, namely, the Finny Pike (Polypterus) in African rivers (especially the Nile), and by the Bony Pike (Lepidosteus) in American rivers. Yet during the paleolithic and the first half of the mesolithic epochs this legion formed the most numerous group of fishes. The third legion, that of Round-scaled Ganoid fish (Cycliferi), was no less rich in forms, and lived principally during the Devonian and Coal periods. This legion, of which the Bald Pike (Amia), in North American rivers, is the only survivor, was especially important, inasmuch as the third sub-class of fish, namely, Osseous fish, developed out of it.",TRUE,junk,"Confident: it mainly lists ganoid subgroups, fossil periods, and surviving species without defining fish by function or structure beyond cataloging."
"The History of Creation, Vol. 2",Ernst Haeckel,1876,C,mechanistic,206,279,"[""eggs"", ""fish"", ""fishes"", ""pike"", ""scales"", ""species""]","Gigantic species of them, coated with strong bony plates, are found in the Devonian system. But of this legion there now lives only the small order of Sturgeons (Sturiones), including the Spade-sturgeons (Spatularide), and those Sturgeons (Accipenseridz) to which belong, among others, the Huso, which yields isinglass, or sturgeon’s sound, and the Caviar-sturgeon, whose eggs we eat in the shape of caviar, etc. Out of the mailed Ganoid fish, the angular and round-scaled ones probably developed as two diverging branches. The Angular-scaled Ganoid fish (Rhombiferi)—which can be distinguished at first sight from all other fish by their square or rhombic scales—are at present represented only by a few survivors, namely, the Finny Pike (Polypterus) in African rivers (especially the Nile), and by the Bony Pike (Lepidosteus) in American rivers. Yet during the paleolithic and the first half of the mesolithic epochs this legion formed the most numerous group of fishes. The third legion, that of Round-scaled Ganoid fish (Cycliferi), was no less rich in forms, and lived principally during the Devonian and Coal periods. This legion, of which the Bald Pike (Amia), in North American rivers, is the only survivor, was especially important, inasmuch as the third sub-class of fish, namely, Osseous fish, developed out of it. Osseous fish (Teleostei) include the greater portion of the fish of the present day. Among these are by far the greater portion of marine fish, and all of our fresh-water fish except the Ganoid fish just mentioned. This class is distinctly proved by numerous fossils to have arisen about the middle of the Mesolithie epoch out of Ganoid fish,and moreover out of the Round-scaled, or Cycliferi.

23, ie THE HISTORY OF CREATION,",TRUE,junk,"Confident: despite mentioning scales and lineage, the passage is still a descriptive taxonomy of fish groups and their distribution."
"The History of Creation, Vol. 2",Ernst Haeckel,1876,C,mechanistic,207,285,"[""fish"", ""horses"", ""salmon""]","23, ie THE HISTORY OF CREATION,

The Thrissopide of the Oolitic period (Thrissops, Leptolepis, Tharsis), which are most closely allied to the herrings of the present day, are probably the oldest of all Osseous fish, and have directly arisen out of Round-scaled Ganoid fish, closely allied to the existing Amia. In the older Osseous fish of the legion called Physostomi, as also in the Ganoides, the swimming bladder throughout life was connected with the throat by a permanent air passage (a kind of windpipe). This is still the case with all the fish belonging to this legion, namely, with herrings, salmon, carp, shad, eels, etc. However, during the chalk period this air passage, in some of the Physostomi, became constricted and closed, and the swimming bladder was thus completely separated from the throat. Hence there arose a second legion of Osseous fish, the Physoclisti, which did not attain their actual development until the tertiary epoch, and soon far surpassed the Physostomi in variety. To this legion belong most of the sea fish of the present day, especially the large families of the Turbot, Tunny, Wrasse, Crowfish, ete. further, the Lock-jaws (Plectoonathi), Trunk fish, and Globe-fish and the Bushy-gills (Lophobranchi), viz., Pipe-fish, and Sea-horses. There are, however, only very few Physoclisti among our river fish, for instance, Perch and Sticklebacks; the majority of river fish are Physostomi. Midway between genuine Fish and Amphibia is the remarkable class of Mud-fish, or Scaly Sirens (Dipneusta, or Protopteri). There now exist only a few representatives of this class, namely, the American Mud-fish (Lepidosiren paradoxa) in the region of the river Amazon, and the African Mud-fish (Protopterus annectens) in different parts of Africa, A third large Salamander-fish (Ceratodus Fosteri)

es",TRUE,internal_essence,"Confident: it defines fish groups by internal anatomy, especially the permanent air passage and the separation of the swimming bladder from the throat."
"The History of Creation, Vol. 2",Ernst Haeckel,1876,C,mechanistic,208,83,"[""animals"", ""fish"", ""nest"", ""scales"", ""skeleton""]","During the dry season, that is in summer, these strange animals bury themselves in a nest of leaves in the dry mud, and then breathe air through lungs like the Amphibia. But during the wet season, in winter, they live in rivers and bogs, and breathe water through gills like fish. Externally, they resemble fish of the eel kind, and are like them covered with scales; in many other characteristics also—in their internal structure, their skeleton, extremities, ete—they resemble Fish more than Amphibia.",TRUE,internal_essence,"Confident: the key distinction is physiological and structural, contrasting lung-breathing, gill-breathing, scales, skeleton, and extremities."
"The History of Creation, Vol. 2",Ernst Haeckel,1876,C,mechanistic,208,118,"[""amphibians"", ""animals"", ""fish"", ""fishes"", ""skeleton""]","There is consequently an endless dispute among zoologists, as to whether the Mudfish are genuine Fish or Amphibia. Distinguished zoologists have expressed themselves in favour of both opinions But in fact, owing to the complete blending of characteristics which they present, they belong neither to the one nor to the other class, and are probably most correctly dealt with as a special class of Vertebrata, forming the transition between Fishes and Amphibians. The still living Dipneusta are probably the last surviving remains of a group which was formerly rich in forms, but has left no fossil traces on account of the want of a solid skeleton. In this-respect, these animals are exactly like the Monorrhina and the Leptocardia.",TRUE,internal_essence,Confident: it classifies mudfish by their blended bodily characteristics and transitional internal organization between fish and amphibians.
"The History of Creation, Vol. 2",Ernst Haeckel,1876,C,mechanistic,208,59,"[""fish""]","Possibly the extinct Dipneusta of the palzeolithic period, which developed in the Devonian epoch out of primeval fish, must be looked. upon as the primary forms of the Amphibia, and thus also of all higher Vertebrata. At all events the unknown forms of transition—from Primeeval fish to Amphibia—were probably very like the Dipneusta.

214 * THE HISTORY OF CREATION,",TRUE,internal_essence,"Confident: the passage treats Dipneusta as probable primary forms based on developmental and transitional anatomy, not purpose."
"The History of Creation, Vol. 2",Ernst Haeckel,1876,C,mechanistic,209,208,"[""animals"", ""fins"", ""fish"", ""limbs"", ""prey"", ""reptiles"", ""skeleton"", ""vertebrate"", ""whales""]","214 * THE HISTORY OF CREATION,

A very peculiar class of Vertebrate animals, long since extinct, and which appears to have lived only during the secondary epoch, is formed by the remarkable Seadragons (Halisauria, or Enaliosauria, also called Nexipoda, or Swimming-footed animals). These formidable animals of prey inhabited the mesolithic oceans in great numbers, and were of most peculiar forms, sometimes from thirty to forty feet in length, From many and excellently preserved fossil remains and impressions, both of the entire body of Sea-dragons as well as of single parts, we have become very accurately acquainted with the structure of their bodies. They are usually classed among Reptiles, whilst some anatomists have placed them in a much lower rank, as directly allied to Fish. Gegenbaur’s recently published investigations, which place the structure of their limbs in a true light, have led to the surprising conclusion that the Sea-dragons form quite an isolated group, differing widely both from Reptiles and Amphibia as well as from Fish. The skeleton of their four legs, which are transformed into short, broad, paddling fins (like those of fish and whales) furnishes us with a clear proof that the Halisauria branched off from the main-stock of Vertebrata at an earlier period than the Amphibia.",TRUE,internal_essence,"Confident: it emphasizes bodily structure, especially the transformed skeleton and limbs, to place sea-dragons in relation to other vertebrates."
"The History of Creation, Vol. 2",Ernst Haeckel,1876,C,mechanistic,209,32,"[""fish"", ""skeleton""]","But the Sea-dragons have (either distinctly developed or in a rudimentary condition as parts of the skeleton of the foot) more than five fingers, as have also the Selachians or Primeval fish.",TRUE,junk,"Confident: it is just a brief comparative note about fingers in sea-dragons and selachians, with no substantive definition."
"The History of Creation, Vol. 2",Ernst Haeckel,1876,C,mechanistic,210,24,"[""fish"", ""serpent""]","The more accurately known Sea-dragons are classed into three orders, distinct enough one from the other, namely, Primevel Dragons, Fish Dragons, and Serpent Dragons.",TRUE,junk,Confident: this merely gives a three-order classification of sea-dragons without explanatory content about what they are.
"The History of Creation, Vol. 2",Ernst Haeckel,1876,C,mechanistic,210,124,"[""animals"", ""fins"", ""fish"", ""serpent"", ""swan"", ""wings""]","The Serpent Dragons (Plesiosauria) lived in the oolitic and chalk periods together with the Ichthyosauriaa They were characterised by an uncommonly long thin neck, which was frequently longer than the whole body, and carried a small head with a short snout. When their arched neck was raised they must have looked very like a swan; but in place of wings and legs they had two pairs of short, flat, oval-paddling fins. The body of the Fish Dragons (Ichthyosauria) was of an entirely different form; these animals may be opposed to the two preceding orders under the name of Fishfinners (Ichthyopterygia). They possessed a very long extended body, like a fish, and a heavy head with an elongated, flat snout, but a very short neck.",TRUE,internal_essence,"Confident: it gives structural definitions of the reptiles by neck, head, body, and fin form."
"The History of Creation, Vol. 2",Ernst Haeckel,1876,C,mechanistic,210,102,"[""fins"", ""fish"", ""serpent"", ""tail""]","Their tail was very long, whereas it was very short in the members of the preceding orders. Also both pairs of paddling fins are

216 THE HISTORY OF CREATION,

broader and show very different structure from that seen in the other two orders. Probably the Fish Dragons and Serpent Dragons developed as two diverging branches out of the Primeval Dragons; but it is also possible that the Plesiosauria alone originated out of the Simosauria, and that the Ichthyosauria were lower off-shoots from the common stock. At all events, they must all be directly, or indirectly derived from the Selachii, or Primeval fish.",TRUE,junk,"Confident: this is mainly a phylogenetic speculation about origins and descent, not a definition of what the animals are."
"The History of Creation, Vol. 2",Ernst Haeckel,1876,C,mechanistic,211,141,"[""birds"", ""fish"", ""limbs"", ""mammals"", ""reptiles"", ""serpent""]","Probably the Fish Dragons and Serpent Dragons developed as two diverging branches out of the Primeval Dragons; but it is also possible that the Plesiosauria alone originated out of the Simosauria, and that the Ichthyosauria were lower off-shoots from the common stock. At all events, they must all be directly, or indirectly derived from the Selachii, or Primeval fish. The succeeding classes of Vertebrata, the Amphibia and the Amniota (Reptiles, Birds, and Mammals), owing to the characteristic structure which they all exhibit of five toes to each foot, may all be derived from a common primary form, which originated from the Selachii, and which possessed five toes on each of its four limbs. When we find a less number of toes than five, we can show that the missing ones must have been lost in the course of time by adaptation.",TRUE,internal_essence,"Confident: it defines vertebrate groups by characteristic structure, especially the five-toed limb form and its loss."
"The History of Creation, Vol. 2",Ernst Haeckel,1876,C,mechanistic,211,111,"[""animals"", ""fish"", ""scales""]","We divide this class into two sub-classes, namely, mailed Batrachians and naked Batrachians, the first of which is distinguished by the body being covered with bony plates or scales,

The first and elder sub-class of Amphibia consists of the Mailed Batrachians (Phractamphibia), the oldest land living Vertebrata of which fossil remains exist. Wellpreserved fossil remains of them occur in the coal, especially of those with Enamelled heads (Ganocephala), which are most closely allied to fish, namely, the Archegosaurus of Saarbruck, and the Dendrerpeton of North America. There then follow at a later period the gigantic Labyrinthtoothed animals (Labyrinthodonta), which are represented in the Permian system by Zygosaurus, but at a later",TRUE,junk,Confident: mostly a classificatory/historical list of sub-classes and fossils with no real explanatory definition.
"The History of Creation, Vol. 2",Ernst Haeckel,1876,C,mechanistic,212,158,"[""animals"", ""fish"", ""frogs""]","The first and elder sub-class of Amphibia consists of the Mailed Batrachians (Phractamphibia), the oldest land living Vertebrata of which fossil remains exist. Wellpreserved fossil remains of them occur in the coal, especially of those with Enamelled heads (Ganocephala), which are most closely allied to fish, namely, the Archegosaurus of Saarbruck, and the Dendrerpeton of North America. There then follow at a later period the gigantic Labyrinthtoothed animals (Labyrinthodonta), which are represented in the Permian system by Zygosaurus, but at a later

period, more especially in the Trias, by Mastodonsaurus, Trematosaurus, Capitosaurus, etc. The shape of these formidable rapacious animals seems to have been between that of crocodiles, salamanders, and frogs, but in their internal structure they were more closely related to the two latter, while by their solid coat of mail, formed of strong bony plates, they resembled the first animals. These gigantic mailed Batrachians seem to have become extinct towards the end of the Triassic period.",TRUE,internal_essence,"Confident: it characterizes the animals by internal structure and external coat of mail, contrasting anatomy with appearance."
"The History of Creation, Vol. 2",Ernst Haeckel,1876,C,mechanistic,212,34,"[""snakes"", ""worm""]","However, the still living blind Snakes, or Cecilie (Peromela)—small-scaled Phractamphibia of the form and the same mode of life as the earth-worm— prove that this sub-class continued to exist, and never became completely extinct.",TRUE,non_divine_teleology,"Confident: it defines blind snakes by their same mode of life as earth-worms, i.e. by function/manner of living."
"The History of Creation, Vol. 2",Ernst Haeckel,1876,C,mechanistic,212,21,"[""scales""]","They are distinguished from mailed Batrachia by possessing a naked smooth, and slimy skin, entirely without scales or coat of mail.",TRUE,internal_essence,"Confident: the passage distinguishes them by their naked, smooth, slimy skin without scales."
"The History of Creation, Vol. 2",Ernst Haeckel,1876,C,mechanistic,212,56,"[""frog"", ""tail""]","The ontogeny of the three still living orders of naked Batrachia—the gilled Batrachia, tailed Batrachia, and frog Batrachia—distinctly repeats the historical course of development of the whole sub-class. The oldest forms are the gilled Batrachia (Sozobranchia), which retain throughout life the original primary form of naked Batrachia, and possess a long tail, together with water-breathing gills.",TRUE,internal_essence,"Confident: it identifies the oldest forms by retained gills and a long tail, describing their bodily structure."
"The History of Creation, Vol. 2",Ernst Haeckel,1876,C,mechanistic,213,17,"[""scales""]","218 THE HISTORY OF CREATION.

however, they differ externally by the absence of the coat of scales.",TRUE,junk,Confident: this is just a fragmentary continuation with no substantive content on its own.
"The History of Creation, Vol. 2",Ernst Haeckel,1876,C,mechanistic,213,77,"[""frog"", ""tail""]","All of them, however, retain the tail throughout life. Tritons occasionally — when forced to remain in water always—retain their gills, and thus remain at the same stage of development as gilled Batrachia. (Compare above, vol. 1. p. 241.) The third order, the tailless or frog-like Batrachia (Anura), during their metamorphosis, not only lose their gills, with which in early life (as so-called tadpoles) they breathe in water, but also the tail with which they swim about.",TRUE,internal_essence,Confident: it explains the frog-like Batrachia by their metamorphic loss of gills and tail.
"The History of Creation, Vol. 2",Ernst Haeckel,1876,C,mechanistic,213,31,"[""frog""]","The inference from this is evidently, that Frog-like Batrachia developed at a later period out of Tailed Batrachia, as the latter had developed out of Gilled Batrachia which originally existed alone.",TRUE,junk,"Confident: it only gives a phylogenetic sequence of frog-like, tailed, and gilled Batrachia without defining what animals are."
"The History of Creation, Vol. 2",Ernst Haeckel,1876,C,mechanistic,214,69,"[""animals"", ""birds"", ""fish"", ""mammals"", ""reptiles""]","THE AMNION-SAC. 219

In passing from the Amphibia to the next class of Vertebrata, namely, Reptiles, we observe a very considerable advance in the progress of organization. All the doublenostriled animals (Amphirrhina) up to this time considered, and more especially the two larger classes of Fish and Batrachia, agree in a number of important characteristics, which essentially distinguish them from the three remaining classes of Vertebrata—Reptiles, Birds, and Mammals.",TRUE,internal_essence,Confident: it characterizes vertebrate classes by internal organizational traits and characteristics like the amnion and other structural differences.
"The History of Creation, Vol. 2",Ernst Haeckel,1876,C,mechanistic,214,127,"[""animals"", ""birds"", ""mammals"", ""reptiles"", ""skull"", ""vertebrate""]","The four classes of double-nostriled animals which we have just considered, in which the amnion is wanting (as is the case in all lower Vertebrate animals, single-nostriled and skull-less animals), may on the other hand be opposed to the others as anvnion-less animals (Anamnia). The formation of the fcetal membrane, or amnion, which distinguishes reptiles, birds, and mammals from all other Vertebrata, is evidently a very important process in their ontogeny, and in the phylogeny which corresponds with it. It coincides with a series of other processes, which essentially determine the higher development of Amnionate animals. The first of these important processes is the total loss of gills, for which reason the Amniota, under the name of Gill-less animals (Ebranchiata), were formerly

220 THE HISTORY OF CREATION,",TRUE,internal_essence,Confident: it defines Amniota versus Anamnia by the presence or absence of the amnion and related developmental processes.
"The History of Creation, Vol. 2",Ernst Haeckel,1876,C,mechanistic,215,176,"[""animals"", ""bird"", ""frogs"", ""mammal"", ""reptile"", ""skull"", ""vertebrate""]","220 THE HISTORY OF CREATION,

opposed to all other Vertebrate animals which breathed through gills (Branchiata). In all the Vertebrata already discussed, we found that they either always breathed through gills, or at least did so in early life, as in the case of Frogs and Salamanders. On the other hand, we never meet with a Reptile, Bird, or Mammal which at any period of its existence breathes through gills, and the gillarches and openings which do exist in the embryos, are, during the course of the ontogeny, changed into entirely different structures, viz. into parts of the jaw-apparatus and the organ of hearing. (Compare above, vol. i. p. 307.) All Amnionate animals have a so-called cochlea in the organ of hearing, and a “round window” corresponding with it. These parts are wanting in the Amnion-less animals; moreover, their skull lies in a straight line with the axis of the vertebral column. In Amnioticanimals the base of the skull appears bent in on the abdominal side, so that the head sinks upon the breast. (Plate IIT.",TRUE,internal_essence,"Confident: it distinguishes groups by gill breathing, cochlea, window, and skull shape, all internal structural features."
"The History of Creation, Vol. 2",Ernst Haeckel,1876,C,mechanistic,215,34,"[""animals"", ""lizard""]","For with the exception of two lizard-like animals found in the Permian system (the Proterosaurus and Rhopalodon), all the fossil remains of Amniota, as yet known, belong to the secondary, tertiary, and quaternary epochs.",TRUE,junk,Confident: this is just a dating note about fossil Amniota with no explanatory definition of animals.
"The History of Creation, Vol. 2",Ernst Haeckel,1876,C,mechanistic,216,114,"[""animals"", ""lizard"", ""reptiles"", ""skeleton""]","For with the exception of two lizard-like animals found in the Permian system (the Proterosaurus and Rhopalodon), all the fossil remains of Amniota, as yet known, belong to the secondary, tertiary, and quaternary epochs. With regard to the two Vertebrata

just named, it is still doubtful whether they are genuine reptiles, or perhaps Amphibia of the salamander kind. Their skeleton alone is known to us, and even this not perfectly. Now as we know nothing of the characteristic features of their soft parts, it is quite possible that the Proterosaurus and Rhopalodon were non-amnionate animals more closely allied to Amphibia than to Reptiles; possibly they belonged to the transition form between the two classes.",TRUE,internal_essence,"Confident: it explains the uncertainty of Proterosaurus and Rhopalodon based on skeleton and soft-part evidence, i.e. internal anatomical features."
"The History of Creation, Vol. 2",Ernst Haeckel,1876,C,mechanistic,216,56,"[""animals"", ""lizard"", ""reptiles"", ""vertebrate""]","It is no wonder that transforming conditions of adaptation powerfully influenced the Vertebrate tribes also in the beginning of the Trias period, and caused the orig:n of Amniotic animals. If, however, the two Lizard and Salamander-like animals of the Permian system, the Proterosaurus and Rhopalodon, are considered genuine Reptiles, and conse-

222 THE HISTORY OF CREATION.",TRUE,junk,"Confident: this is an incomplete transitional sentence about adaptation and the origin of amniotic animals, with no substantive definition."
"The History of Creation, Vol. 2",Ernst Haeckel,1876,C,mechanistic,217,388,"[""animals"", ""birds"", ""lizards"", ""mammals"", ""reptiles"", ""serpents""]","222 THE HISTORY OF CREATION.

quently the most ancient Amniota, then the origin of this main class must necessarily have taken place in the preceding period, towards the end of the primary, namely, in the Permian period. However, all other remains of Reptiles, which were formerly believed to have been found in the Permian and the Coal system, or even in the Devonian system, have been proved to be either not remains of Reptiles at all, or to belong to a more recent date (for the most part to the Trias). (Compare Plate XIV.)

The common hypothetical primary form of all Amniotic animals, which we may call Protamnion, and which was possibly nearly related to the Proterosaurus, very probably stood upon the whole mid-way between salamanders and lizards, in regard to its bodily formation. Its descendants divided at an early period into two different lines, one of which became the common primary form of Reptiles and Birds, the other the primary form of Mammals. Of all the three classes of Amniota, Reptiles (Reptilia, or Pholidota, also called Sauria in the widest sense), remain at the lowest stage of development, and differ least from their ancestors, the Amphibia. Hence they were formerly universally included among them, although their whole organization is much more like that of Birds than Amphibia. There now exist only four orders of Reptiles, namely,— Lizards, Serpents, Crocodiles, and Tortoises. They, however, form but a poor remnant of the exceedingly various and highly developed host of Reptiles which lived during the Mesolithic, or Secondary epoch, and predominated over all other Vertebrata. The immense development of Reptiles during the Secondary epoch is so characteristic that we could as well name it after those animals as after the

Ee a rn Fs, A rar , ff ay > eee -

ostrilled or Amphirrhina ion, without gills. re ao | a eee A A An | Vi ul i ik ar i a iy | q

H | I }

<< ==

=> SS —— SS SSS so 8

= SS ——

eae SSS

—— a

y)

0 ! fh, ( \ i NNN mi iN ( \ ( A) \ Ml Mi iW i} NV (i ik | \ iit MN) i aa MH \ ) ie Wi NK ) My fh ANU "" i .: 4

SS",TRUE,internal_essence,Confident: it defines the hypothetical Protamnion and reptile classes by bodily formation and organizational relationships.
"The History of Creation, Vol. 2",Ernst Haeckel,1876,C,mechanistic,218,75,"[""reptiles"", ""serpents""]","All the orders, with the exception of Serpents, are found fossil even in the Jura and Trias periods. In the first order, that of Primary Reptiles, or Primary Creepers (Tocosauria), we class the extinct Thecodontia of the Trias, together with those Reptiles which we may look upon as the common primary form of the whole class. To the latter, which we may call Primeval Reptiles (Proreptilia), the Proterosaurus of the Permian system very probably belongs.",TRUE,internal_essence,"Confident: it classifies Tocosauria and Proreptilia by anatomical/phylogenetic form, including their relation to the common primary form."
"The History of Creation, Vol. 2",Ernst Haeckel,1876,C,mechanistic,218,162,"[""lizards"", ""reptiles"", ""serpents""]","The Thecodontia of the Trias, the only positively known fossil forms of Tocosauria, were Lizards which seem to have been like the still living monitor lizards (Monitor, Varanus). Of the four orders of reptiles now existing, and which, moreover, have alone represented the class since the beginning of the tertiary epoch, that of Lizards (Lacertilia) is probably most closely allied to the extinct Primary Reptiles, and especially through the monitors already named. The class of Serpents (Ophidia) developed out of a branch of the order of lizards, and this probably not until the beginning of the tertiary epoch. At least we at present only know of fossil remains of serpents from the tertiary strata. Crocodiles (Crocodilia) existed much earlier ; the Teleosauria and Steneosauria belonging to the class are found fossil in large quantities even in the Jura; but the

Of the 8 Orders and 27 Sub-orders of Reptiles.

- (Those groups marked with * became extinct even during the Secondary Period.)",TRUE,internal_essence,"Confident: it explains reptile groups by structural descent and internal kinship, such as serpents developing from lizards and crocodilian fossil forms."
"The History of Creation, Vol. 2",Ernst Haeckel,1876,C,mechanistic,219,28,"[""reptiles""]","- (Those groups marked with * became extinct even during the Secondary Period.)

ae Sub-orders Systematic Name A Generic Name of Reptiles. hie d of the - eptiles.",TRUE,junk,Confident: this is just a fragment of a classification table with no explanatory content.
"The History of Creation, Vol. 2",Ernst Haeckel,1876,C,mechanistic,219,111,"[""animals"", ""bird"", ""birds"", ""reptiles""]","Bird reptiles 27. Tocornithes * (Tocornis)

>

BIRD-LIKE REPTILES. 225

still living alligators are first met with in a fossil state in the chalk and tertiary strata. The most isolated of the four existing orders of reptiles consists of the remarkable group of Tortoises (Chelonia); fossils of these strange animals are first met with inthe Jura. In some characteristics they are allied to Amphibia, in others, to Crocodiles, and by certain peculiarities even to Birds, so that their true position in the pedigree of Reptiles is probably far down at the root. The extraordinary resemblance of their embryos to Birds, manifested even at later stages of the ontogenesis, is exceedingly striking.",TRUE,junk,"Confident: it mainly gives fossil occurrence and relationship claims, without defining what reptiles are in functional or structural terms."
