work_id,period_bin,year,title,sources,volumes,n_rows,n_junk,n_explanatory,n_divine_teleology,n_non_divine_teleology,n_internal_essence,below_min_explanatory
187776,1890_1909,1906,The bryozoan fauna of the Rochester shale,BHL,1,450,404,46,0,3,43,0
213488,1890_1909,1906,Theories of evolution since Darwin,BHL,1,42,38,4,0,2,2,1
11785,1890_1909,1906,An ecological survey in northern Michigan,BHL,1,688,675,13,0,13,0,1
13754,1890_1909,1906,The Tertiary and Quaternary Pectens of California,BHL,1,561,523,38,0,5,33,0
39198,1890_1909,1906,Chimæroid fishes and their development,BHL,1,714,638,76,0,36,40,0
54558,1890_1909,1907,The fauna of Mayfield's cave,BHL,1,651,609,42,0,37,5,0
54789,1890_1909,1907,"Wanderings in South America, the North-west of the United States, and the Antilles, in the years 1812, 1816, 1820, & 1824. With original instructions for the perfect preservation of birds, etc., for c",BHL,1,1143,1052,91,0,88,3,0
54878,1890_1909,1907,Horses - breeding to colour,BHL,1,124,121,3,0,3,0,1
55871,1890_1909,1907,"Our domestic animals, their habits, intelligence and usefulness; tr. from the French of Gos. De Voogt, by Katharine P. Wormeley",BHL,1,1145,911,234,0,233,1,0
56849,1890_1909,1907,Regulations relating to animals' quarantine. 1907,BHL,1,74,71,3,0,3,0,1
57333,1890_1909,1907,A text-book in general zoölogy,BHL,1,1186,753,433,0,306,127,0
57814,1890_1909,1907,Wild-animal celebrities,BHL,1,403,399,4,0,4,0,1
82382,1890_1909,1907,"Guide to the great game animals (Ungulata) in the Department of Zoology, British Museum (Natural History) ...",BHL,1,427,323,104,0,32,72,0
1016,1890_1909,1907,Comparative anatomy of vertebrates,BHL,1,1200,830,370,0,166,204,0
1047,1890_1909,1907,The dancing mouse; a study in animal behavior,BHL,1,722,683,39,0,33,6,0
1056,1890_1909,1907,... The dogfish (Acanthias); an elasmobranch,BHL,1,110,100,10,0,3,7,1
83722,1890_1909,1907,A guide to the fossil invertebrate animals in the Department of geology and palaeontology in the British museum (Natural history),BHL,1,790,639,151,0,62,89,0
1339,1890_1909,1907,"Evolution and animal life; an elementary discussion of facts, processes, laws and theories relating to the life and evolution of animals",BHL,1,1200,895,305,0,223,82,0
1445,1890_1909,1907,"Darwinism to-day; a discussion of present-day scientific criticism of the Darwinian selection theories, together with a brief account of the principal other proposed auxiliary and alternative theories",BHL,1,1035,931,104,1,71,32,0
1543,1890_1909,1907,"Necturus, an urodele amphibian",BHL,1,109,99,10,0,4,6,1
1571,1890_1909,1907,Evolution of mammalian molar teeth to and from the triangular type including collected and revised researches trituberculy and new sections on the forms and homologies of the molar teeth in the differ,BHL,1,512,431,81,0,33,48,0
2109,1890_1909,1907,"On the origin of species by means of natural selection, or, The preservation of favoured races in the struggle for life",BHL,1,1182,1021,161,2,139,20,0
108673,1890_1909,1907,Pond and stream life :  sixty photographs from life,BHL,2,299,241,58,0,58,0,0
118872,1890_1909,1907,"Guide to the coral gallery (Protozoa, Porifera or sponges, Hydrozoa, and Anthozoa) : in the Department of Zoology, British Museum (Natural History) ...",BHL,2,517,391,126,0,54,72,0
119063,1890_1909,1907,Bibliography of marine fauna 1846-1900 ... Synopsis of the classification,BHL,1,12,12,0,0,0,0,1
163142,1890_1909,1907,Butterflies of Hongkong,BHL,1,885,817,68,0,59,9,0
210985,1890_1909,1907,Comparative anatomy of various breeds of domestic poultry to determine type differences,BHL,1,78,78,0,0,0,0,1
10788,1890_1909,1907,A laboratory manual of invertebrate zoölogy,BHL,1,624,535,89,0,69,20,0
16137,1890_1909,1907,"The game animals of India, Burma, Malaya, and Tibet; being a new and revised edition of 'The great and small game of India, Burma, and Tibet,'",BHL,1,1059,915,144,0,69,75,0
25418,1890_1909,1907,"Guide to the specimens of the horse family (Equidæ) exhibited in the Department of Zoology, British Museum (Natural History)",BHL,1,187,163,24,0,15,9,1
50464,1890_1909,1908,The morphology of Ruppia maritima,BHL,1,115,109,6,0,5,1,1
54058,1890_1909,1908,Pearls & parasites,BHL,1,469,435,34,0,29,5,0
54748,1890_1909,1908,Essays on evolution 1889-1907,BHL,1,1200,1100,100,1,78,21,0
55378,1890_1909,1908,"Goldfish breeds and other aquarium fishes, their care and propagation; a guide to freshwater and marine aquaria, their fauna, flora and management",BHL,1,1200,965,235,0,174,61,0
55397,1890_1909,1908,Animal life,BHL,1,786,466,320,0,296,24,0
55593,1890_1909,1908,The pathology and differential diagnosis of infectious diseases of animals,BHL,1,1200,1171,29,0,20,9,1
45166,1890_1909,1908,The principles of animal nutrition. With special reference to the nutrition of farm animals,BHL,1,1200,1146,54,0,51,3,0
56409,1890_1909,1908,"Venoms, venomous animals and antivenomous serum-therapeutics",BHL,1,1200,1102,98,0,58,40,0
56768,1890_1909,1908,"Design in nature illustrated by spiral and other arrangements in the inorganic and organic kingdoms as exemplified in matter, force, life, growth, rhythms, &c., especially in crystals, plants, and ani",BHL,2,2400,1741,659,85,393,181,0
57302,1890_1909,1908,"Final report presented to H. Ex. Dr. Lauro Severiano Müller, minister of industry, highways and public works",BHL,1,536,508,28,0,10,18,1
57578,1890_1909,1908,Evolution and adaptation,BHL,1,1200,1006,194,0,157,37,0
1209,1890_1909,1908,A text-book of the principles of animal histology,BHL,1,1200,848,352,0,242,110,0
1351,1890_1909,1908,Experimental morphology,BHL,1,1153,1090,63,0,54,9,0
2048,1890_1909,1908,The origin of the lung of Ampullaria,BHL,1,30,27,3,0,1,2,1
111589,1890_1909,1908,Bibliography of marine fauna...Synopsis of the classification (second draft),BHL,1,30,30,0,0,0,0,1
151091,1890_1909,1908,The elephant's head : studies in the comparative anatomy of the organs of the head of the Indian elephant and other mammals,BHL,1,397,367,30,0,19,11,0
159375,1890_1909,1908,Contributions to the study of the early development and imbedding of the human ovum. I. An early ovum imbedded in the decidua,BHL,1,92,82,10,0,5,5,1
13618,1890_1909,1908,The world's birds a simple and popular classification of the birds of the world,BHL,1,818,659,159,0,132,27,0
15320,1890_1909,1908,The game animals of Africa,BHL,1,1200,1073,127,0,53,74,0
15782,1890_1909,1908,The development of the chick; an introduction to embryology,BHL,1,677,573,104,1,28,75,0
25288,1890_1909,1908,A guide to the domesticated animals (other than horses) exhibited in the central and north halls of the British Museum (Natural History),BHL,1,338,284,54,0,43,11,0
37835,1890_1909,1908,A biological investigation of the Athabaska-Mackenzie region,BHL,1,1200,1197,3,0,3,0,1
47002,1890_1909,1909,Scientific and biological researches in the north Atlantic,BHL,1,224,222,2,0,0,2,1
52120,1890_1909,1909,"North American index fossils, invertebrates",BHL,2,2400,2211,189,0,36,153,0
55042,1890_1909,1909,Restraint of domestic animals; a book for the use of students and practitioners; 312 illustrations from pen drawings and 26 half tones from original photographs,BHL,1,540,439,101,0,101,0,0
46241,1890_1909,1909,The making of species,BHL,1,866,759,107,0,94,13,0
55742,1890_1909,1909,"Charles Darwin and the Origin of species; addresses, etc., in America and England in the year of the two anniversaries",BHL,1,604,590,14,0,12,2,1
55959,1890_1909,1909,A laboratory guide in elementary zoology,BHL,1,317,293,24,0,12,12,1
56143,1890_1909,1909,Popular official guide to the New York Zoological Park,BHL,1,658,565,93,0,80,13,0
56374,1890_1909,1909,"Wild beasts; a study of the characters and habits of the elephant, lion, leopard, panther, jaguar, tiger, puma, wolf, and grizzly bear",BHL,1,1157,1083,74,4,61,9,0
56781,1890_1909,1909,Darwin and modern science; essays in commemoration of the centenary of the birth of Charles Darwin and of the fiftieth anniversary of the publication of the Origin of species,BHL,1,1200,1084,116,6,81,29,0
56817,1890_1909,1909,"Fifty years of Darwinism : modern aspects of evolution ; centennial addresses in honor of Charles Darwin, before the American Association for the Advancement of Science, Baltimore, Friday, January 1, ",BHL,1,476,427,49,0,38,11,0
56988,1890_1909,1909,Darwinism and human life,BHL,1,434,402,32,0,23,9,0
57079,1890_1909,1909,"An ecological survey of Isle Royale, Lake Superior",BHL,1,1200,1168,32,0,25,7,0
57108,1890_1909,1909,Contributions to Texan herpetology,BHL,1,143,143,0,0,0,0,1
57370,1890_1909,1909,The wild beasts of the world,BHL,1,1200,867,333,0,294,39,0
57660,1890_1909,1909,"Veterinary obstetrics, including the diseases of breeding animals and of the new-born",BHL,1,1200,1068,132,0,109,23,0
57769,1890_1909,1909,"Diseases of metabolism and of the blood, animal parasites, toxicology",BHL,1,1200,1139,61,0,49,12,0
61421,1890_1909,1909,"The origin of species by means of natural selection; or, The preservation of favored races in the struggle for life",BHL,1,1200,982,218,1,176,41,0
1057,1890_1909,1909,"Mendel's principles of heredity, by W. Bateson",BHL,1,777,765,12,0,3,9,1
1073,1890_1909,1909,Report to the government of Baroda on the marine zoology of Okhamandal in Kattiawar,BHL,2,1079,997,82,0,40,42,0
86332,1890_1909,1909,The stratigraphic and faunal relations of the Waldron fauna in southern Indiana,BHL,1,70,70,0,0,0,0,1
1478,1890_1909,1909,Darwin and modern science; essays in commemoration of the centenary of the birth of Charles Darwin and of the fiftieth anniversary of the publication of the Origin of species,BHL,1,1200,1077,123,4,82,37,0
57368,1890_1909,1909,Concealing-coloration in the animal kingdom; an exposition of the laws of disguise through color and pattern: being a summary of Abbott H. Thayer's discoveries,BHL,1,1091,835,256,0,240,16,0
106845,1890_1909,1909,The natural history of British game birds,BHL,1,1113,1068,45,0,41,4,0
14129,1890_1909,1909,The habitat groups of North American birds in the American Museum of Natural History,BHL,1,106,94,12,0,12,0,1
14138,1890_1909,1909,Birds of Samoa ; a manual of ornithology of birds inhabiting these islands,BHL,1,76,62,14,0,8,6,1
14178,1890_1909,1909,The animals of New Zealand; an account of the dominion's air-breathing vertebrates,BHL,1,1200,1129,71,0,58,13,0
14982,1890_1909,1909,Osteology of birds,BHL,1,1200,1078,122,0,51,71,0
15031,1890_1909,1909,The fossil fields of Wyoming : reports / by members of the Union Pacific expedition,BHL,1,51,51,0,0,0,0,1
15731,1890_1909,1909,"Guide to the whales, porpoises, and dolphins (order Cetacea), exhibited in the Department of Zoology, British Museum (Natural History)",BHL,1,177,135,42,0,21,21,0
49605,1890_1909,1909,"Roosevelt's African trip; the story of his life, the voyage from New York to Mombasa, and the route through the heart of Africa, including the big game and other ferocious animals ... found in the cou",BHL,1,1023,887,136,0,122,14,0
27147,1890_1909,1909,"Guide to the exhibited series of insects in the Department of Zoology, British Museum (Nat. Hist.)",BHL,1,347,281,66,0,42,24,0
35835,1890_1909,1909,The Celtic province : its extent and its marine fauna,BHL,1,77,75,2,0,2,0,1
36017,1890_1909,1909,A guide to the fossil mammals and birds in the Department of geology and palontology in the British Museum (Natural history) ... With 6 plates and 88 text-figures,BHL,1,429,399,30,0,20,10,0
14423,1910_1929,1888,"The Coleoptera of the British islands : a descriptive account of the families, genera, and species indigenous to Great Britain and Ireland, with notes as to localities, habitats, etc",BHL,5,5920,4586,1334,0,190,1144,0
4628,1910_1929,1899,Fauna hawaiiensis; being the land-fauna of the Hawaiian islands,BHL,3,1885,1746,139,0,96,43,0
53953,1910_1929,1905,The British freshwater Rhizopoda and Heliozoa,BHL,5,1337,1158,179,0,50,129,0
54463,1910_1929,1909,Report to the government of Baroda on the marine zoology of Okhamandal in Kattiawar,BHL,2,1055,972,83,0,39,44,0
54078,1910_1929,1910,The world of animal life,BHL,1,1200,877,323,0,294,29,0
54107,1910_1929,1910,"Evolution, Darwinian and Spencerian; the Herbert Spencer lecture delivered at the museum, 8 December 1910",BHL,1,44,41,3,0,2,1,1
54255,1910_1929,1910,Mammalian anatomy : with special reference to the cat,BHL,1,537,442,95,0,49,46,0
54742,1910_1929,1910,"The anatomy of the common squid, Loligo pealii, Lesueur",BHL,2,521,421,100,0,51,49,0
54958,1910_1929,1910,The book of the animal kingdom. Mammals,BHL,1,1200,897,303,0,253,50,0
55095,1910_1929,1910,A text-book of zoology,BHL,2,2400,1521,879,1,405,473,0
87234,1910_1929,1910,The anatomy of the honey bee,BHL,1,797,583,214,0,164,50,0
55170,1910_1929,1910,A text-book of field zoology; insects and their near relatives and birds,BHL,1,907,572,335,3,290,42,0
55200,1910_1929,1910,Beasts & men; being experiences for half a century among wild animals,BHL,1,953,888,65,0,64,1,0
18377,1910_1929,1910,"Domesticated animals and plants; a brief treatise upon the origin and development of domesticated races, with special reference to the methods of improvement",BHL,1,841,663,178,1,168,9,0
56323,1910_1929,1910,"An introduction to the study of zoology : by T. H. Huxley, F. R. S. ; with eighty-two illustrations",BHL,1,500,376,124,1,58,65,0
56504,1910_1929,1910,"Luck, or cunning, as the main means of organic modification? An attempt to throw additional light upon Darwin's theory of natural selection",BHL,1,396,371,25,3,10,12,1
56643,1910_1929,1910,"Zambezia : a general description of the valley of the Zambezi River, from its delta to the River Aroangwa, with its history, agriculture, flora, fauna, and ethnography",BHL,1,428,395,33,0,30,3,0
56828,1910_1929,1910,Feeds and feeding; a hand-book for the student and stockman,BHL,1,1200,1028,172,0,171,1,0
57261,1910_1929,1910,Unconscious memory,BHL,1,308,246,62,4,41,17,0
57421,1910_1929,1910,Our search for a wilderness; an account of two ornithological expeditions to Venezuela and to British Guiana,BHL,1,951,920,31,0,30,1,0
15688,1910_1929,1910,Practical anatomy of the rabbit; an elementary laboratory textbook in mammalian anatomy,BHL,2,1352,1053,299,0,120,179,0
61530,1910_1929,1910,The prevention and treatment of diseases of the domestic animals including etiology and symptoms,BHL,1,1135,1100,35,0,32,3,0
1321,1910_1929,1910,The elements of insect anatomy; an outline for the use of students in entomological laboratories,BHL,1,370,303,67,0,23,44,0
1447,1910_1929,1910,The coming of evolution; the story of a great revolution in science,BHL,1,148,148,0,0,0,0,1
1678,1910_1929,1910,A text-book of zoology,BHL,1,1200,704,496,1,220,275,0
1693,1910_1929,1910,Animal biology; Human biology. Parts II & III of First course in biology,BHL,1,1028,746,282,0,209,73,0
1764,1910_1929,1910,"The aquarium : its inhabitants, structure, and management",BHL,1,536,414,122,0,108,14,0
1890,1910_1929,1910,The conquest of disease through animal experimentation,BHL,1,362,339,23,0,19,4,1
2050,1910_1929,1910,William Keith Brooks : a sketch of his life by some of his former pupils and associates,BHL,1,122,117,5,0,2,3,1
105128,1910_1929,1910,The birds of Dumfriesshire : a contribution to the fauna of the Solway area,BHL,1,1200,1188,12,0,12,0,1
9889,1910_1929,1910,"Guide to the Crustacea, Arachnida, Onychophora and Myriopoda exhibited in the Department of Zoology, British Museum (Natural History) ...",BHL,2,816,543,273,0,129,144,0
134730,1910_1929,1910,Records of the Western Australian Museum and Art Gallery,BHL,2,2005,1895,110,0,28,82,0
152882,1910_1929,1910,Biological investigations on the Illinois river : [1. The work of the Illinois biological station ; 2. The investigation of a river system in the interest of its fisheries,BHL,1,44,36,8,0,6,2,1
217552,1910_1929,1910,Some considerations on the phenomena of parasitism amongst protozoa,BHL,1,56,37,19,0,17,2,1
13824,1910_1929,1910,"The home-life of the spoonbill, the stork and some herons",BHL,1,129,122,7,0,6,1,1
14124,1910_1929,1910,"A record of the A.O.U. expedition to Eyre's Peninsula, October, 1909, with notes on ornithology, botany and entomology",BHL,1,170,147,23,0,23,0,1
14139,1910_1929,1910,"Guide to the gallery of birds in the Department of zoology, British museum (Natural history)",BHL,1,1148,898,250,0,191,59,0
14392,1910_1929,1910,Aves. Appendix: On some points in the anatomy of Bradypterus cinnamomeus,BHL,1,835,824,11,0,1,10,1
39523,1910_1929,1910,"The age of mammals in Europe, Asia and North America",BHL,1,1200,1125,75,0,50,25,0
46330,1910_1929,1911,A monograph of the terrestrial Carboniferous Arachnida of Great Britain,BHL,1,189,175,14,0,4,10,1
48645,1910_1929,1911,Entomology and zoology at the Massachusetts Agricultural College,BHL,1,237,237,0,0,0,0,1
52398,1910_1929,1911,A biological survey of the waters of Woods Hole and vicinity,BHL,1,1200,1189,11,0,9,2,1
53901,1910_1929,1911,"Wild life in China ; or, Chats on Chinese birds and beasts",BHL,1,1200,1093,107,0,106,1,0
54232,1910_1929,1911,"Tuberculosis: a plain statement of facts regarding the disease, prepared especially for farmers and others interested in live stock",BHL,1,56,55,1,0,1,0,1
54293,1910_1929,1911,Jungle by-ways in India; leaves from the note-book of a sportsman and a naturalist,BHL,1,689,676,13,0,12,1,1
54635,1910_1929,1911,"Recent progress in the study of variation, heredity, and evolution",BHL,1,474,431,43,0,24,19,0
54741,1910_1929,1911,American Permian vertebrates,BHL,1,675,631,44,0,11,33,0
54870,1910_1929,1911,The animals and man; an elementary textbook of zoology and human physiology,BHL,1,1200,851,349,1,253,95,0
54894,1910_1929,1911,Veterinary parasitology,BHL,1,494,431,63,0,54,9,0
55072,1910_1929,1911,Animal intelligence; experimental studies,BHL,2,1664,1511,153,0,109,44,0
55106,1910_1929,1911,"Elements of zoology, to accompany the field and laboratory study of animals",BHL,1,1200,866,334,0,257,77,0
55321,1910_1929,1911,Natural history of the American lobster...,BHL,1,1200,993,207,0,163,44,0
55530,1910_1929,1911,Darwinism and human life,BHL,1,433,403,30,0,22,8,0
55635,1910_1929,1911,The Eusporangiatae; the comparative morphology of the Ophioglossaceae and Marattiaceae,BHL,1,428,412,16,0,5,11,1
55913,1910_1929,1911,Heredity in relation to evolution and animal breeding,BHL,1,272,254,18,1,7,10,1
56034,1910_1929,1911,The evolution of animal intelligence,BHL,1,884,727,157,1,133,23,0
56164,1910_1929,1911,Clever Hans (the horse of Mr. Von Osten) a contribution to experimental animal and human psychology,BHL,1,761,740,21,0,21,0,1
56268,1910_1929,1911,"A treatise on Apis (the bee), Tella Araneae (cobweb), Spongia and Cantharis",BHL,1,177,172,5,0,4,1,1
56369,1910_1929,1911,Big game shooting in Upper Burma,BHL,1,596,588,8,0,8,0,1
56632,1910_1929,1911,A guide for the study of animals,BHL,1,929,760,169,0,128,41,0
56713,1910_1929,1911,"Nature sketches in temperate America, a series of sketches and  a popular account of insects, birds, and plants, treated from some aspects of   their evolution and ecological relations",BHL,1,1200,1062,138,0,127,11,0
57024,1910_1929,1911,"Manual of farm animals; a practical guide to the choosing, breeding, and keep of horses, cattle, sheep, and swine",BHL,1,1200,1036,164,0,161,3,0
44117,1910_1929,1911,Text-book of embryology,BHL,1,1173,1027,146,0,45,101,0
57230,1910_1929,1911,Entomology for medical officers,BHL,1,1200,809,391,0,238,153,0
57371,1910_1929,1911,Distribution and origin of life in America,BHL,2,2400,2324,76,0,42,34,0
957,1910_1929,1911,American Permian vertebrates,BHL,1,665,621,44,0,10,34,0
1052,1910_1929,1911,Heredity in relation to evolution and animal breeding,BHL,1,281,264,17,1,6,10,1
1324,1910_1929,1911,... North Pacific ophiurans in the collection of the United States National museum,BHL,1,1109,1002,107,0,14,93,0
1331,1910_1929,1911,Evolution,BHL,1,367,301,66,3,37,26,0
86342,1910_1929,1911,The monkeyfolk of South Africa,BHL,1,399,370,29,2,19,8,1
3846,1910_1929,1911,The animans and man; an elementary textbook of zoology and human physiology,BHL,1,1196,831,365,1,261,103,0
1980,1910_1929,1911,The doctrine of evolution; its basis and its scope,BHL,1,556,387,169,0,87,82,0
119070,1910_1929,1911,A guide to the fossil invertebrate animals in the Department of geology and palaeontology in the British museum (Natural history) ...,BHL,1,788,639,149,0,63,86,0
218555,1910_1929,1911,"Rhoads, Samuel Nicholson: Ecuador Expedition, 1911",BHL,1,5,5,0,0,0,0,1
11387,1910_1929,1911,"Zoological results of the fishing experiments carried on by F.I.S. ""Endeavour,"" 1909-14 under H.C. Dannevig, commonwealth director of fisheries. Volume 1-5",BHL,1,1200,1073,127,0,2,125,0
40362,1910_1929,1911,"Extinct monsters and creatures of other days : a popular account of some of the larger forms of ancient animal life / by Rev. H. N. Hutchinson. With illustrations by J. Smit, Alice B. Woodward, J. Gre",BHL,1,887,768,119,1,95,23,0
15319,1910_1929,1911,Supplement to the game animals of Africa,BHL,1,102,97,5,0,0,5,1
46944,1910_1929,1912,"Coral and atolls: a history and description of the Keeling-Cocos Islands, with an account of their fauna and flora, and a discussion of the method of development and transformation of coral structures",BHL,1,957,898,59,2,48,9,0
61923,1910_1929,1912,The Macrolepidoptera of the world : a systematic account of all the known Macrolepidoptera,BHL,3,3600,3428,172,0,73,99,0
54210,1910_1929,1912,The childhood of animals,BHL,1,1200,884,316,0,265,51,0
54284,1910_1929,1912,The feeding of crops and stock : an introduction to the science of the nutrition of plants and animals,BHL,1,296,266,30,0,30,0,0
54306,1910_1929,1912,Comparative anatomy of vertebrates,BHL,2,2400,1782,618,0,300,318,0
55148,1910_1929,1912,The experimental method of testing the efficiency of warning and cryptic coloration in protecting animals from their enemies,BHL,1,437,427,10,0,10,0,1
55491,1910_1929,1912,Wild life and the camera,BHL,1,640,618,22,0,22,0,1
55587,1910_1929,1912,On a novel method of regarding the association of two variates classed solely in alternate categories,BHL,1,47,46,1,1,0,0,1
55971,1910_1929,1912,A manual of zoology,BHL,2,2400,1359,1041,1,462,578,0
56008,1910_1929,1912,"Elementary biology, animal and human",BHL,1,928,745,183,0,150,33,0
1556,1910_1929,1912,The evolution of the vertebrates and their kin,BHL,2,2400,1666,734,0,193,541,0
56539,1910_1929,1912,A textbook in general zoology,BHL,1,1183,760,423,0,300,123,0
7862,1910_1929,1912,A history of the birds of Colorado,BHL,1,1200,1144,56,0,27,29,0
56786,1910_1929,1912,"Heredity and eugenics : a course of lectures summarizing recent advances in knowledge in variation, heredity, and evolution ...",BHL,1,464,430,34,0,12,22,0
57018,1910_1929,1912,Clinical diagnostics of the internal diseases of domestic animals,BHL,1,749,707,42,0,38,4,0
57131,1910_1929,1912,Notes on animal parasites and parasitism. Lecture outlines of a course in parasitology with special reference to forms of economic importance,BHL,1,264,214,50,0,32,18,0
57835,1910_1929,1912,Special pathology and therapeutics of the diseases of domestic animals,BHL,1,1200,1156,44,0,36,8,0
66889,1910_1929,1912,The Eurypterida of New York,BHL,2,1026,846,180,0,84,96,0
1367,1910_1929,1912,The individual in the animal kingdom,BHL,1,354,230,124,0,60,64,0
1396,1910_1929,1912,Plant-animals; a study in symbiosis,BHL,1,393,321,72,0,61,11,0
3733,1910_1929,1912,Elementary entomology,BHL,1,1138,805,333,0,252,81,0
1772,1910_1929,1912,"The loose leaf system of laboratory notes, for guidance in the dissection and elementary study of animal types",BHL,1,402,336,66,0,49,17,0
1774,1910_1929,1912,College zoology,BHL,1,1200,758,442,0,261,181,0
2490,1910_1929,1912,Distribution and origin of life in America,BHL,1,1200,1163,37,0,18,19,0
117007,1910_1929,1912,Further note on the Caroni series at Savaneta,BHL,1,9,9,0,0,0,0,1
42255,1910_1929,1912,Publication. Zoological series,BHL,2,782,724,58,0,5,53,0
153227,1910_1929,1912,The starling. A study in agricultural zoology,BHL,1,38,29,9,0,9,0,1
14486,1910_1929,1912,The flight of birds,BHL,1,522,434,88,0,86,2,0
19614,1910_1929,1912,The growth of groups in the animal kingdom,BHL,1,492,459,33,1,9,23,0
54304,1910_1929,1913,Texas nature observations and reminiscences,BHL,1,693,599,94,0,90,4,0
54502,1910_1929,1913,Animal competitors; profit and loss from the wild four-footed tenants of the farm,BHL,1,660,577,83,0,83,0,0
54763,1910_1929,1913,The infancy of animals,BHL,1,836,617,219,1,196,22,0
55955,1910_1929,1913,The meaning of evolution,BHL,1,763,618,145,3,124,18,0
56220,1910_1929,1913,The infancy of animals,BHL,1,821,600,221,1,198,22,0
56265,1910_1929,1913,Animal husbandry for schools,BHL,1,1200,1033,167,0,165,2,0
56365,1910_1929,1913,Hunting extinct animals in the Patagonian pampas,BHL,1,380,367,13,0,12,1,1
56653,1910_1929,1913,"The dry-fly man's handbook; a complete manual, including The fisherman's entomology and the making and management of a fishery",BHL,1,775,691,84,0,66,18,0
56904,1910_1929,1913,"The further evolution of man, a study from observed phenomena",BHL,1,239,216,23,1,17,5,1
56937,1910_1929,1913,A text-book of agricultural zoology,BHL,1,1200,866,334,0,207,127,0
57025,1910_1929,1913,Artificial parthenogenesis and fertilization,BHL,2,1859,1836,23,0,4,19,1
57113,1910_1929,1913,Animal geography : the faunas of the natural regions of the globe,BHL,1,755,548,207,0,191,16,0
57161,1910_1929,1913,Field-days in California,BHL,1,429,417,12,0,12,0,1
57451,1910_1929,1913,Reversion in guinea-pigs and its explanation,BHL,1,325,319,6,0,1,5,1
57528,1910_1929,1913,"An introduction to zoology, with directions for practical work (invertebrates)",BHL,1,1200,798,402,0,299,103,0
57748,1910_1929,1913,The diseases of animals; a book of brief and popular advice on the care and the common ailments of farm animals,BHL,1,1200,1071,129,0,128,1,0
1017,1910_1929,1913,Outlines of chordate development,BHL,1,942,818,124,0,34,90,0
1028,1910_1929,1913,"Guide to the study of animal ecology,  by Charles C. Adams",BHL,1,688,671,17,0,13,4,1
1393,1910_1929,1913,The wanderings of animals,BHL,1,386,351,35,0,26,9,0
1517,1910_1929,1913,Problems of genetics,BHL,1,704,676,28,0,13,15,1
1603,1910_1929,1913,A biological survey of the waters of Woods Hole and vicinity,BHL,2,2400,2370,30,0,28,2,0
1737,1910_1929,1913,"Entomology, with special reference to its biological and economic aspects",BHL,1,1200,896,304,0,237,67,0
2100,1910_1929,1913,Text-book of paleontology,BHL,1,1200,947,253,0,52,201,0
115261,1910_1929,1913,"Insect life, its why and wherefore",BHL,1,227,166,61,0,61,0,0
119407,1910_1929,1913,A text-book of agricultural zoology,BHL,1,1200,889,311,0,209,102,0
153245,1910_1929,1913,Keep bird plumage out of the United States,BHL,1,29,29,0,0,0,0,1
160224,1910_1929,1913,The wanderings of animals,BHL,1,388,352,36,0,27,9,0
31910,1910_1929,1913,Research in China,BHL,1,1200,1160,40,0,1,39,0
15331,1910_1929,1913,Fur-farming in Canada,BHL,1,706,615,91,0,89,2,0
15841,1910_1929,1913,A statement submitted in re the fur-seal herd of Alaska to the House Committee on expenditures in the Department of Commerce,BHL,1,1200,1191,9,0,8,1,1
46713,1910_1929,1914,"Nature neighbors, embracing birds, plants, animals, minerals, in natural colors by color photography",BHL,3,1433,1227,206,0,199,7,0
53985,1910_1929,1914,Text-book of embryology,BHL,4,4800,3701,1099,3,400,696,0
54431,1910_1929,1914,"Animal castration, a book for the use of students and practitioners; 240 pages with over 200 halftone illustrations from original photographs",BHL,1,497,449,48,0,43,5,0
54477,1910_1929,1914,The fur traders and fur bearing animals,BHL,1,1019,762,257,2,212,43,0
54676,1910_1929,1914,The American natural history; a foundation of useful knowledge of the higher animals of North America,BHL,4,3429,3051,378,1,318,59,0
54680,1910_1929,1914,A guide to dissection of the blood vessels and nerves of the        pectoral and pelvic limbs of the horse,BHL,1,55,55,0,0,0,0,1
54893,1910_1929,1914,Through the Brazilian wilderness,BHL,1,774,738,36,0,36,0,0
55076,1910_1929,1914,Laboratory outlines for systematic vertebrate zoology,BHL,1,117,110,7,0,0,7,1
55264,1910_1929,1914,Animal parasites and parasitic diseases,BHL,1,760,630,130,0,104,26,0
55308,1910_1929,1914,"Evolution, old & new; or, The theories of Buffon, Dr. Erasmus Darwin and Lamarck, as compared with that of Charles Darwin",BHL,1,682,566,116,14,62,40,0
55743,1910_1929,1914,Animal life by the sea-shore,BHL,1,339,219,120,0,86,34,0
56434,1910_1929,1914,Concerning animals and other matters,BHL,1,431,355,76,0,72,4,0
56496,1910_1929,1914,Through the Brazilian wilderness,BHL,1,736,699,37,0,37,0,0
56880,1910_1929,1914,Fur-farming in Canada,BHL,1,1130,1017,113,0,112,1,0
56992,1910_1929,1914,The anatomy of the domestic animals,BHL,1,1200,1111,89,0,41,48,0
57191,1910_1929,1914,The germ-cell cycle in animals,BHL,1,764,686,78,0,15,63,0
57305,1910_1929,1914,Zoological philosophy; an exposition with regard to the natural history of animals ...,BHL,1,1200,745,455,3,137,315,0
57474,1910_1929,1914,"Farm animals, covering the general field of animal industry",BHL,1,1200,947,253,0,239,14,0
57554,1910_1929,1914,The recapitulation theory and human infancy,BHL,1,302,247,55,0,32,23,0
57768,1910_1929,1914,The wonder of life,BHL,1,1200,970,230,0,187,43,0
